16Aug1981,3300
17Aug1981,4200
18Aug1981,4500
19Aug1981,3500
20Aug1981,3200
21Aug1981,2800
22Aug1981,2700
23Aug1981,2800
24Aug1981,3100
25Aug1981,2900
26Aug1981,2900
27Aug1981,2700
28Aug1981,2600
29Aug1981,2700
30Aug1981,2900
31Aug1981,3100
01Sep1981,3000
02Sep1981,2900
03Sep1981,2900
04Sep1981,2800
05Sep1981,6400
06Sep1981,8500
07Sep1981,10200
08Sep1981,9300
09Sep1981,9100
10Sep1981,7900
11Sep1981,5900
12Sep1981,4500
13Sep1981,3900
14Sep1981,5600
15Sep1981,3600
16Sep1981,4600
17Sep1981,3600
18Sep1981,4200
19Sep1981,3800
20Sep1981,4100
21Sep1981,5700
22Sep1981,6000
23Sep1981,4400
24Sep1981,4500
25Sep1981,4600
26Sep1981,3500
27Sep1981,4100
28Sep1981,4700
29Sep1981,4500
30Sep1981,4400
01Oct1981,4500
02Oct1981,4600
03Oct1981,4500
04Oct1981,4300
05Oct1981,4100
06Oct1981,4100
07Oct1981,4300
08Oct1981,4400
09Oct1981,4500
10Oct1981,4500
11Oct1981,4200
12Oct1981,4000
13Oct1981,3100
14Oct1981,2600
15Oct1981,2300
16Oct1981,2100
17Oct1981,2100
18Oct1981,2200
19Oct1981,2200
20Oct1981,2400
21Oct1981,2500
22Oct1981,2500
23Oct1981,2400
24Oct1981,2500
25Oct1981,2700
26Oct1981,2800
27Oct1981,3700
28Oct1981,9700
29Oct1981,20500
30Oct1981,23900
31Oct1981,22100
01Nov1981,17000
02Nov1981,13300
03Nov1981,10600
04Nov1981,9000
05Nov1981,7100
06Nov1981,5900
07Nov1981,5600
08Nov1981,5100
09Nov1981,5000
10Nov1981,6800
11Nov1981,7100
12Nov1981,6900
13Nov1981,6500
14Nov1981,6200
15Nov1981,5600
16Nov1981,5200
17Nov1981,5900
18Nov1981,5500
19Nov1981,5900
20Nov1981,6400
21Nov1981,6000
22Nov1981,5400
23Nov1981,4800
24Nov1981,5000
